,link,title,text
17,https://www.rbc.ru/politics/16/08/2016/57b301e39a79479a905564eb,Иранский фронт: зачем ВКС России решили атаковать террористов с востока,"

Минобороны России разместило Ту-22 в Иране, запросив разрешение Ирана и Ирака использовать воздушное пространство для пролета ракет. Эти меры призваны увеличить интенсивность бомбардировок и переломить ситуацию в Алеппо






                Дальний бомбардировщик Ту-22М3 дальней авиации Военно-космических сил России во время нанесения удара по объектам террористической группировки ИГ (запрещена в России), 19 ноября 2015 года



                                    
                                                    (Фото: Управление пресс-службы и информации Минобороны РФ/ТАСС)
                                            


Переброска в Иран
Российские стратегические бомбардировщики Ту-22М3​ прибыли на иранскую авиабазу Хамадан в понедельник вечером, ​ сообщило издание Al-Masdar News. Уже 16 августа, во вторник, самолеты совершили первый боевой вылет. По данным Минобороны России, ​авиаудары были нанесены по позициям «Исламского государства» и «Джабхат ан-Нусры» (в июле переименована во «Фронт Фатх аш-Шам»; обе группировки запрещены в России) в провинциях Алеппо, Дейр-эз-Зор и Идлиб. Точное количество переброшенных в Иран бомбардировщиков и продолжительность базирования неизвестны.
Ранее военно-дипломатический источник сообщил «Интерфаксу», что российское Минобороны направило Ирану и Ираку запрос на использование воздушного пространства обеих стран. По сведениям издания, российские военные собираются использовать разрешение Багдада и Тегерана для запуска крылатых ракет.
По словам президента Международного центра геополитического анализа Леонида Ивашова, запуски тактических крылатых ракет «Калибр», осуществлявшиеся ранее с подлодок и кораблей в Каспийском море, также согласовывались с Тегераном. «Это были запросы в секретном режиме, с ограничением по времени и высоте», — предполагает Ивашов. Новая договоренность позволит российским войскам использовать крылатые ракеты на постоянной основе, считает эксперт.



Больше бомб
Российские стратегические бомбардировщики ​​Ту-22М3 используются в Сирии с осени 2015 года. Однако частота их вылетов была невысокой — не более 25 боевых вылетов в неделю. Аэродром вылета находился в Моздоке, Республика Северная Осетия, в 2 тыс. км от места сброса бомб. Гораздо активнее до сих пор использовались фронтовые бомбардировщики Су-24.
Перевод Ту-22М3 на базу Хамадан позволит сократить время вылета и взять в два раза больше снарядов, считает военный аналитик Антон Лавров. «Су-24 не настолько эффективны, они могут нести меньше бомб на меньшее расстояние», — объясняет эксперт. Самолет Су-24 за один вылет может сбросить около 7 т бомб. Радиус применения бомбардировщика — 560 км. У Ту-22М3 возможности шире. На расстояние до 2 тыс. км стратегический бомбардировщик может перенести 12 т ракет и бомб различного типа. Расстояние от Хамадана до Алеппо — менее 1 тыс. км. "
18,https://www.rbc.ru/politics/15/08/2016/57b1c3ee9a794700f82d7c0d,Шойгу сообщил о предотвращении удара 624 крылатыми ракетами по Сирии,"

НАТО планировало нанести массированный ракетный удар по Сирии, однако России удалось предотвратить это, заявил Сергей Шойгу. По его словам, к нанесению удара были готовы свыше 600 крылатых ракет






                Министр обороны РФ Сергей Шойгу

                                    
                                                    (Фото: Сергей Бобылев/ТАСС)
                                            


Действия России позволили предотвратить удар НАТО по Сирии 624 крылатыми ракетами. Об этом заявил министр обороны России Сергей Шойгу в эфире «России-24».
«Наше присутствие там, если вы вспомните год назад, а еще лучше полтора года назад, как постепенно шаг за шагом менялась ситуация в целом. Менялась ситуация по отношению к Сирии, и когда вы зададите себе вопрос: а что бы было, если бы нашему президенту не удалось убедить и реализовать идею по сдаче и уничтожению химического оружия», — сказал он.
«Это буквально там в суточной готовности стояло, если говорить только по крылатым ракетам, 624, на память говорю, крылатые ракеты и были готовы к нанесению массированного удара по Сирии», — сообщил Шойгу, отвечая на вопрос журналиста о соседстве российской авиабазы Хмеймим с базой НАТО Инджирлик.



Министр добавил, что нельзя сравнивать ситуации в Сирии и Ливии. Он отметил, что, если бы этот удар все-таки был бы нанесен, восстановить государственную структуру в САР было бы чрезвычайно сложно.
По словам главы ведомства, главная цель создания авиабазы — борьба с террористами «на дальних подступах». Он добавил, что надеется, что близость российской базы с Инджирлик позволит усилить совместные усилия по борьбе с терроризмом. "
19,https://www.rbc.ru/politics/09/08/2016/57a9eb179a794786f09287c7,Турецкая разморозка: о чем договорились Путин и Эрдоган в Петербурге,"

На первой за год встрече лидеры России и Турции не заостряли внимание на причине охлаждения отношений и договорились поэтапно восстановить замороженное экономическое сотрудничество. Но разногласия по Сирии сохраняются






                Президент Турции Реджеп Эрдоган (слева) и президент России Владимир Путин во время встречи в Санкт-Петербурге, 9 августа 2016 года



                                    
                                                    (Фото: Reuters/Pixstream)
                                            


Извинений достаточно
Примирение России и Турции состоялось в понедельник в Греческой гостиной Константиновского дворца под Санкт-Петербургом. Президент Владимир Путин встретил президента Турции Реджепа Эрдогана улыбкой и рукопожатием. Эрдоган в ходе пресс-конференции назвал Путина «дорогим другом».
В конце прошлого года российский лидер назвал действие турецких ВВС, сбивших российский Су-24, «ударом в спину». В послании Федеральному собранию в декабре российский лидер обещал, что помидорами (запретом на их поставку, введенным после сбитого самолета) Турция не отделается, а также говорил о том, что у Москвы есть основания полагать, что действия прежнего партнера были вызваны желанием обеспечить безопасность поста​​​вок нефти, добываемой боевиками запрещенной ИГИЛ.
Инцидент с самолетом на встрече в Санкт-Петербурге лидеры описывали крайне скупо. Путин в самом начале беседы с Эрдоганом (лидеры почти два часа общались с участием только министров иностранных дел и помощников, затем еще почти столько же провели с делегациями за рабочим завтраком) сказал об «известной трагедии», после которой отношения стран «деградировали». Эрдоган на пресс-конференции отметил, что переговоры проходят впервые «после известного события».
Оба президента предпочли на камеры говорить о том, что их сближает. Путин напомнил, что стал «одним из первых» международных лидеров, выразивших поддержку турецкому коллеге в связи с попыткой госпереворота. «Это наша принципиальная позиция: мы всегда выступаем категорически против любых попыток неконституционных действий», — объяснил свой звонок Эрдогану Путин. «Ваш звонок сразу после попытки переворота и меня лично, и моих коллег, и наш народ очень обрадовал», — поблагодарил Эрдоган. Речь идет в первую очередь о моральной поддержке со стороны Кремля, ни о какой политической и разведпомощи России в подавлении путча говорить не стоит, считает глава Санкт-Петербургского центра изучения современного Ближнего Востока Гумер Исаев.
Со слов Эрдогана также следовало, что попытка переворота ускорила встречу: президенты намечали ее на время саммита «двадцатки» в Китае, но провели раньше. Путин подчеркнул, что визит коллеги именно во время сложной ситуации внутри Турции подтверждает нацеленность на восстановление отношений. "
20,https://www.rbc.ru/politics/08/08/2016/57a730549a7947cd0f5e6c84,Социологи заметили снижение уровня симпатий к Путину,"

Владимир Путин за последние полтора года стал менее симпатичен россиянам, к нему увеличивается безразличие, показал опрос Левада-центра. Главными достижениями Путина называют укрепление армии и позиций России в мире






                Президент России Владимир Путин



                                    
                                                    (Фото: Reuters/Pixstream)
                                            


Симпатии не те
Опрос о достижениях и неудачах Владимира Путина и об отношении к нему россиян Левада-центр провел в конце июля этого года среди 1600 человек в 48 регионах страны. Исследование приурочено к очередной, уже 17-й, годовщине назначения Путина премьер-министром России. 8 августа 1999 года президент Борис Ельцин утвердил кандидатуру Путина во главе правительства. Позже выяснилось, что, назначая Путина премьер-министром, его готовят к посту президента — 31 декабря 1999 года Ельцин ушел в отставку, исполняющим обязанности главы государства стал Путин.
Социологи предложили россиянам ответить на вопрос, какими словами они могли бы обозначить свое отношение к Путину. Самыми популярными ответами оказались «Симпатия» (29%), «Не могу сказать о нем ничего плохого» (31%) и «Нейтральное, безразличное отношение» (17%)
Количество симпатизирующих Путину практически не поменялось с этого марта (тогда было 30%), а вот в марте 2015-го таковых было 37%. Столько же россиян симпатизировало Путину в начале его карьеры в руководстве страны — в марте 2000 года их было 29%, в феврале 2002-го — 30%.



Падение симпатии к Путину, по сравнению с прошлогодними показателями, связано с исчезновением эмоционального подъема у россиян, вызванного санкциями и ситуацией с Крымом — все это благодаря работе государственных СМИ заставляло сплотиться вокруг лидера, объяснил РБК причины падения симпатий к президенту директор Левада-центра Лев Гудков.
Последний раз, напоминает Гудков, симпатии к Путину увеличивались в сложный для страны период экономического кризиса 2007 года и войны с Грузией 2008 года. Сейчас же, констатирует Гудков, на первый план выходят индифферентные настроения по отношению к президенту, которые естественны для авторитарных режимов. "
21,https://www.rbc.ru/politics/07/08/2016/57a766c79a79472e1d199940,Прорыв под Алеппо: почему Асад не может захватить стратегический город,"

​Сирийская оппозиция вышла из блокады, которую держала армия Асада. В ходе прорыва войска правительства сами оказались под угрозой осады. Проигрыш одной из сторон в Алеппо отразится на международных переговорах по Сирии






                Ситуация в Алеппо, Сирия.



                                    
                                                    (Фото: Eduardo Martins/TASS)
                                            


​В субботу, 6 августа, умеренная оппозиция прорвала блокаду Алеппо, освободив от правительственных войск юго-западные пригороды. Повстанцы захватили артиллерийское училище, расширили коридор до двух километров и восстановили поставки продовольствия и боеприпасов.
Алеппо — ключевой город для контроля над северными территориями страны. До войны в нем проживали 2,4 млн человек. В 2016 году эта величина сократилась до 300 тыс. По словам научного сотрудника Института востоковедения РАН Григория Меламедова, Алеппо позволяет контролировать выходы к турецкой границе. Кроме того, город удобно защищать. «В Алеппо есть несколько военных складов, аэродром», — отмечает эксперт. 
Силы сторон



Кольцо вокруг территорий, захваченных повстанцами, войска Асада выстраивали около полугода. В феврале сирийское правительство заявило о захвате магистрали, ведущей из Алеппо в Азаз. По данным сторонников Асада, по этой магистрали боевики оппозиции получали боеприпасы и оружие из Турции. Удержав северные пути поставок, правительственная армия перешла в наступление. В июле было захвачено шоссе Кастелло, последняя связь оппозиции с территориями на западе провинции Алеппо. Несмотря на это, повстанцы продвинулись к южным границам территорий и вышли из оцепления, захватив артиллерийское училище и несколько оружейных складов.
Город в кольце удерживали проправительственные войска, включая республиканскую гвардию (около 20 тыс. военнослужащих). Помогали блокировать оппозицию алавитские отряды (около 1,5 тыс. человек) и иранские ополченцы, точное число которых неизвестно. В операции участвуют до 4 тыс. солдат ливанской «Хезболлы». "
22,https://www.rbc.ru/opinions/politics/04/08/2016/57a2fb1f9a7947383e1f8909,Нейтральная территория: остановят ли «фабрики мысли» новую холодную войну,"

Спокойное общение на уровне экспертов иногда может преодолеть противоречия, которые копились десятилетия

Разного рода think tank (или «фабрики мысли», как говорят в России) можно сравнить с архитектурными бюро или градостроительными конторами. Если города развиваются по проекту, если любое здание строится согласно архитектурному замыслу, то что говорить о мире в целом? Должно существовать такое пространство, где производится мысль, где вырабатываются идеи, где люди в состоянии учесть множество обстоятельств.
Место для дискуссий
Think tank представляют собой что-то вроде универсальных машин мысли, притягивающих к себе людей различной интеллектуальной природы. Они интегрируют достижения различных областей, что отличает эти структуры от исследовательских институтов и университетов. Тут можно видеть чисто академических исследователей, бывших дипломатов, бывших журналистов, бывших разведчиков. Каждый think tank — своего рода сеть, полузакрытая, в рамках которой интеллектуалы интенсивно коммуницируют. Не так важно, какие выводы делаются по итогам этой коммуникации — в ходе конференции, доклада или исследования; важнее, что задана определенная интеллектуальная система координат. Она включает в себя набор понятий и терминов, в которых ведется дискуссия, определенный порядок, который позволяет обсуждать вопросы и дешифровать ответы. Существует такое выражение: «по правилам Чатем Хауса». Чатем Хаус — один из старейших и авторитетных think tank. Он выработал правила, которые позволяют людям разговаривать открыто и корректно и при этом ничего не опасаться, так как разговоры сохраняются внутри сообщества. Никто не может пересказывать, кто конкретно что именно говорил. При этом обнародуются содержание и выводы дискуссии. Это позволяет участникам чувствовать себя более уверенно.
Очень важно, что дискуссии на таких площадках достаточно прикладные, предлагающие конкретные решения: необходим такой-то договор, союз на тех или иных основаниях, необходимы такие-то параметры внешней политики. О судьбах мира можно рассуждать и философски, но это не наш подход. Одно из прикладных измерений — помощь в урегулировании конфликтов. Конечно, люди всегда жили во времена противостояний, как говорил еще Гераклит, «война — отец всего», но нынешние противостояния по сравнению с предыдущими эпохами изменились. Во многом они связаны с усталостью и огромным количеством предвзятостей по отношению друг к другу. Появляется не очень структурированное полотно из множества конфликтов, которые требуют осмысления и дискуссии. Think tank пытаются урегулировать конфликт, найти ненасильственные решения конфликта через понимание его природы.



Российский опыт
Удается ли это в реальности? Я думаю, что в какой-то степени удается. На мой взгляд, история с Ближним Востоком, с Сирией — пример того, что система переговоров и дискуссий приводит к какому-то результату. Есть в этом и степень участия Валдайского клуба. В февральской конференции «Ближневосточный диалог» принимали участие большое число зарубежных и российских экспертов и журналистов. Приезжала советник действующего президента Сирии Бусейна Шаабан, собравшая аншлаг. Огромную лепту внес научный руководитель Института востоковедения РАН Виталий Наумкин. Та конференция была очень полезной. Именно после нее Виталий Наумкин стал работать непосредственно со спецпосланником Генсека ООН в Сирии Стаффаном де Мистурой. Это хороший пример практического результата диалога на площадке think tank.
Работает «Валдайский клуб» и над улучшением отношений между Евросоюзом и Россией или между Евросоюзом и Евразийским экономическим союзом. В ходе нашей европейской инициативы мы организовывали встречи в Риме, Брюсселе и Санкт-Петербурге. Нашим партнером в Риме был итальянский Институт международных отношений (IAI), а в Брюсселе — Центр европейской политики (EPC). Совместные выводы имели определенный отклик и резонанс. В Брюсселе в мероприятии участвовали представители Еврокомиссии, в Риме — большое число карьерных дипломатов. "
23,https://www.rbc.ru/opinions/politics/03/08/2016/57a1ac979a7947940a912fe5,Битва под Алеппо: почему не стоит ждать коренного перелома в Сирии,"

Даже при самом благоприятном для Башара Асада сценарии победа под Алеппо станет для него скорее символическим, чем стратегическим успехом

Гибель российского вертолета Ми-8 в районе Алеппо привлекла еще большее внимание к боям за контроль над крупнейшим городом Сирии. А тот факт, что вертолет был сбит над территорией группировки «Джабхат ан-Нусра» (деятельность запрещена в России), может заметно повлиять на дальнейшие переговоры по сирийскому урегулированию.
Осада или штурм
События развиваются быстро. В конце июля сирийская правительственная армия сделала шаг к взятию Алеппо — город был окружен, что лишило оппозиционеров, контролирующих восточные кварталы города, связи с отрядами, обосновавшимися в западной части одноименной провинции. Успехи асадовских войск на северном направлении породили аллюзии на Сталинградскую битву, ставшую «коренным переломом» в Великой Отечественной войне. Однако даже полное взятие северной столицы Сирии, чего, скорее всего, в ходе этой операции не произойдет, не в состоянии существенно повлиять на расстановку сил в стране.
Очевидно, что выдавливание повстанцев из города — задача куда более трудоемкая, нежели продвижение к самому Алеппо и война на его окраинах, где можно рассчитывать на помощь российской авиации. Тяжелой боевой техникой города не берутся, и Башар Асад в этом мог убедиться, скажем, на примере Хамы, где ему с огромным трудом удалось очистить исторический центр города от повстанцев, а квартал ал-Вайер в Хомсе оппозиция удерживает с 2011 года, несмотря на полное превосходство правительственных войск.



Шанс на амнистию
Понимая это, сирийское руководство пытается с помощью гуманитарных коридоров снизить концентрацию повстанческих сил, а заодно и симпатизирующих им местных жителей. Три коридора предназначены непосредственно для боевиков, которым в случае сдачи гарантирована амнистия, и один для местных жителей. Однако вряд ли этот ход принесет Асаду желаемый результат.
Во-первых, нет никаких гарантий того, что амнистия состоится. Единственная гарантия — честное слово сирийского президента, которое для повстанцев не более чем пустой звук. Во-вторых, даже если Асад сдержит слово, непонятно, ради какого будущего сдаваться повстанцам: трудно представить себе ситуацию, при которой они могли бы вновь вернуться к мирной жизни, смирившись с гегемонией правящего режима. В-третьих, за несколько лет гражданской войны насилие и захваты заложников превратились для многих сирийских граждан в обыденность и повседневность. Что, к слову, демонстрируют репортажи многих арабских и западных СМИ из Алеппо — все, кто хотел бежать, уже бежали. "
24,https://www.rbc.ru/politics/01/08/2016/579f5ab89a79470fdc795c15,Не вернулись из Алеппо: почему был сбит российский вертолет в Сирии,"

В Сирии сбит российский вертолет, пятеро военных погибли. По версии Минобороны, Ми-8 участвовал в гуманитарной миссии. Пока не ясно, почему этот вертолет оказался под огнем и зачем он нес на борту реактивные снаряды






                Российский Ми-8, который был сбит в понедельник в провинции Идлиб



                                    
                                                    (Фото: Reuters/Pixstream)
                                            


Вертолет Ми-8, сбитый в Сирии в понедельник, 1 августа, согласно официальному заявлению Министерства обороны России, ​возвращался на авиабазу Хмеймим «после доставки гуманитарной помощи в городе Алеппо». По данным военного ведомства, воздушное судно потерпело крушение «в результате обстрела с земли». Позже пресс-секретарь президента Дмитрий Песков подтвердил информацию о сбитом Ми-8, а также сообщил, что все, кто был в вертолете — три члена экипажа и два офицера российского центра по примирению, — погибли. При этом Песков уточнил, что точной информации о числе жертв нет.
По данным издания «Газета.Ru», командиром экипажа сбитого Ми-8 был 33-летний капитан Роман Павлов. Вместе с ним погибли летчик-штурман Олег Шеламов и борттехник Алексей Шорохов.
Была ли защита
Близкое к сирийской оппозиции информационное агентство STEP опубликовало видеозаписи с места крушения вертолета через несколько часов после аварии. Издание демонстрирует бортовой номер сбитого вертолета — RF-95585. Согласно реестру российских воздушных судов этот бортовой номер закреплен за вертолетом Ми-8АМТШ. На корпус судна был нанесен номер 212.



Вертолет с тем же бортовым номером в июне 2016 года попал в видеосюжет агентства ANNA-News. В видеоролике вертолет забирает сирийскую девочку Сидру, пострадавшую в ходе обстрела Алеппо.
Изучив фотографии вертолета с бортовым номером RF-95585, группа независимых расследователей вооруженных конфликтов Conflict Intelligence Team (CIT) пришла к выводу, что на судне был установлен авиационный комплекс индивидуальной защиты «Витебск». Комплекс создает вокруг вертолета электронный купол и защищает все, что попадает под этот купол. "
25,https://www.rbc.ru/rbcfreenews/579f4dc69a7947803ba7b4ee,Кадыров назвал «пустышкой» угрозы ИГИЛ в адрес России,"
Глава Чечни Рамзан Кадыров считает угрозы «Исламского государства» (ИГИЛ, в России запрещена) в адрес России «пустышкой». Об этом он заявил на своей странице в Instagram. В воскресенье ИГИЛ опубликовало видеообращение с угрозами в адрес России.
«Я со всей ответственностью заявляю, что это «заявление» является пустышкой, за которой нет никаких реальных сил и возможностей», — написал он. Политик отметил, что заявления исламистов транслируют российские СМИ, фактически способствуя доведению угроз до сотен миллионов человек.
Кадыров добавил, что в Чечне были уничтожены боевики «из 51 страны» и погибли «сотрудники лучших спецслужб мира». «Остатки бежали, сверкая пятками!» — пояснил он.



По мнению главы Чечни, есть все основания полагать, что заявление ИГ было подготовлено «в кабинетах западных спецслужб и является частью информационной и идеологической войны, которая наглым образом ведется против России».
Он пообещал, что никто из террористов в Россию не приедет и угрозы боевиков безосновательны. «Российские вооруженные силы заставили террористов поджать хвост в Сирии. Их дни сочтены!» — добавил Кадыров. "
26,https://www.rbc.ru/politics/31/07/2016/579e346d9a7947a3e277b5bf,Открытие России: как российская тема стала ключевой на выборах в США,"

Российская тема впервые вышла на первый план в заявлениях кандидатов на пост президента США. Клинтон обвинила Москву во взломе почтовых серверов Демпартии, а Трамп пообещал рассмотреть вопрос о признании Крыма







                                                    Фото: AP Photo/Jae C. Hong
                                            


В воскресенье кандидаты на пост президента США Дональд Трамп от Республиканской партии и Хиллари Клинтон от Демократической обменялись острыми заявлениями в отношении России. Претендент от демократов заявила, что компьютеры Национального комитета Демократической партии (DNC) взломали роcсийские спецслужбы, передал Reuters. «Мы знаем, что российские спецслужбы взломали DNC, и мы знаем, что это они устроили утечку большого количества писем, и мы знаем, что Дональд Трамп показал очень тревожную готовность поддержать Путина», — передало агентство слова Клинтон, сказанные в интервью Fox News Sunday.
Дональд Трамп, в свою очередь, заявил о намерении в случае своего избрания президентом рассмотреть вопрос о признании Крыма частью России и подчеркнул, что при этом необходимо учитывать мнение самих крымчан.​ «Я рассмотрю этот вопрос. Но вы знаете, народ Крыма, насколько я знаю, предпочел бы быть с Россией, а не там, где он был раньше. И вы должны это также учитывать», — сказал Трамп, отвечая на вопрос о том, признает ли он присоединение Крыма к России законным. ​Об этом он заявил в интервью телеканалу ABC News.
Россия на первом плане
Российская тема и прежде звучала в предвыборной риторике Клинтон и Трампа, однако впервые она становится ключевым элементом предвыборной борьбы, считает председатель президиума Совета по внешней и оборонной политике Федор Лукьянов. «То, что сейчас страна оказалась в самом центре внимания, — это беспрецедентно: такого внимания Москва в ходе кампании не получала со времен холодной войны, даже военный конфликт с Грузией 2008 года не вызвал такой реакции», — обращает внимание эксперт.



Еще до того как стать официальным кандидатом от республиканцев, Трамп выражал уверенность в том, что «поладил бы» с Путиным: «С такими людьми нужно ладить. Обама ни с кем не ладит. У нас кругом враги». В интервью CNN Трамп говорил о том, что Путин бы его уважал: «Он [Путин] будет меня уважать. Я вас уверяю». Поддержал Трамп и российскую военную операцию в Сирии.
В июле республиканец заявлял о готовности в будущем рассмотреть вопрос об отмене антироссийских санкций и признании Крыма территорией России: «Мы это рассмотрим. Да, мы рассмотрим». В своем интервью ABC News Трамп также заявил о том, что наладить отношения с Россией «было бы великолепно», так как это позволило бы избавиться от ИГИЛ.  "
